review_id,order_id,review_score,tema,confianca_regra,palavras_chave_encontradas,texto_original
2d482ea65c1e7495e4ef4226d0a33013,83630f2412ec5ad7dc40991d1225e93c,1,atendimento,alta,3,Péssimo atendimento. A mascara era para chegar dia 24 de agosto de 2018 e até agora nada. Mandei um e-mail e me pediram 48 horas para uma resposta. O tempo de entrega já é longo e ainda atrasa. Descaso total.
6006de8846364de064fbcec805ec6a7d,f8f5a61defba49f13a7e21a369026f04,1,atendimento,media,1,"Não tenho informações nenhuma do meu pedido, se vou recebe-lo ou o problema que aconteceu. Não consigo contato para essas devidas informações."
0fbaa055b8a8872b71b251521a56519f,30dbde4bdf3bc12594c469bc67159a8d,1,atendimento,alta,3,Entrega errada Comprei o jogo com 3 peças e me mandaram com 2 está errado to tentando entrar em contato com a lannister mais eles não respondem meus e-mail quero que seja feita a troca e não quero vale comprar
ea26fabc9c138718949ed5138c76d625,5d7e30ce84d0d3813b10a6d0ffb7884f,1,atendimento,alta,3,Não recebi um dos produtos..atendimento pelo sac é péssimo pessoas mal treinadas.sempre compro pelo site lannister nunca tive problemas mas dessa vez horrível..sem explicações atendentes péssimos
367e99d8822c0870f9cc06141fc5d8f8,06a7cc29c9ea73fb0e7d4dc3d9284a76,1,atendimento,media,1,"Chegou sujo e com a tinta grudenta. A fita de led já veio descolando e a fonte é enorme, impossibilitando a instalação na parede. Não tem suporte para pendurar em parede, nem apoiar em mesa. Péssimo!!"
f0487d938be5206fd01883789f9d0b42,9d6467a1178784a5748e266e3425c170,1,atendimento,alta,3,"RECEBI APENAS A METADE DOS PRODUTOS, ESTOUNO AGUARDO DO RETORNO ATÉ AGORA! JÁ TENTEI CONTATO ATÉ O MOMENTO SEM SUCESSO, NINGUÉM ATENDE NOS TELEFONES REFERIDOS!! FALTA DE RESPEITO!! ABUSO"
7c8154d29d239b02ad0e8f2dcdf3261a,cacb1996e2de4ef6334c5223259544e0,1,atendimento,media,1,Péssimo o procedimento. Vergonha. Nada entregue até agora. Absurdo e descaso com cliente.
dea2f4582b9db0bc31434a80e5decf4c,09722e140e3e1e92b67fd75e2b14b6fb,1,atendimento,alta,2,Os produtos não foram entregues e está sendo muito difícil contato com o vendedor. Não recomendo a loja nem o sistema de parceria da lannister.
cc700bb8a3109751027ead279956eca4,1eea5cc217ecbacdca75369789d9774c,1,atendimento,alta,3,"Comprei dois puff, recebi apenas 1, escrevi email para a empresa e ninguém respondeu"
70d5fe5af7e8d9de730af7bfee57a6b5,19fac8726c95312e1eb2a67af89f7723,1,atendimento,alta,2,Pedido veio incompleto estou aguardando a resposta da minha reclamação e até agora nada!
97a31eda83afa054fd9c43a2d3f8e46f,041687935b1e4c3715beb1602270b40c,2,embalagem_avaria,media,1,A embalagem difere daquela do site .Portanto não acredito que seja o mesmo.
51cb7a022270ee2cf06562324a0ef7cc,ed8057e84e86b05fc9bf67d7c6657881,1,embalagem_avaria,alta,3,"Eu comprei o de 120 cápsulas e me enviaram o de 60, a caixa veio um pouco amassada, a nota fiscal danificada em razão da quantidade de durex. Quero o meu dinheiro de volta!"
c26b6df817496dec9356ec34768f8b85,cdf4b0d5611fbf52e84ea0dc45f5ba8e,1,embalagem_avaria,media,1,"Não recomendo Recebi a caixa lacrada, mas a caixa do relógio estava vazia. Procurei um site de confiança para comprar meu relógio e acabei recebendo uma caixa vazia. Isso é um absurdo."
b5b5842c4e31bf0887958760f7a22781,6bdf0266efb0d65c6c32bc9e3d762e92,1,embalagem_avaria,alta,2,"INFELIZMENTE PELA 1 VEZ RECEBI UM PRODUTO AVARIADO PELA lannister.COM.
E INFELIZMENTE NÃO CONSEGUIR TROCAR PELA DEMORA DO SITE ...NÃO RECOMENDO"
c26b6df817496dec9356ec34768f8b85,cdf4b0d5611fbf52e84ea0dc45f5ba8e,1,embalagem_avaria,media,1,"Não recomendo Recebi a caixa lacrada, mas a caixa do relógio estava vazia. Procurei um site de confiança para comprar meu relógio e acabei recebendo uma caixa vazia. Isso é um absurdo."
eff5a437d13dbbd7a93c11cef38aa1c2,a733b21b193138d300d317f855e1d102,2,embalagem_avaria,media,1,O pacote estava aberto e o regador da mangueira danificado com a alavanca saindo do lugar
2caddd407fc1d84f1eb3b79641071af2,40d702a17a6d8b52548cb922505283a9,1,embalagem_avaria,alta,3,"A cadeira chegou fora do prazo e ainda por cima veio com inúmeros defeitos, tecido do encosto rasgado, base de proteção das rodas rasgadas, roda travando, fora aos inúmeros arranhados espalhados."
787818dddedefa07293bc14664f4a6ac,4ef36d7c9950e291544d3a68d123992c,1,embalagem_avaria,alta,2,"A embalagem na hora da entrega estava perfeita.
Infelizmente só abrimos a embalagem depois que o entregador foi embora.
Para nossa surpresa a lata do brinquedo estava totalmente AMASSADA."
67b66d3596fd8bbc89963f9ed262804b,30eb48d11917481e5af28f68d39002e9,1,embalagem_avaria,alta,2,"Produto veio avariado. 
Ate o momento não obtive retorno de minha solicitação."
95d9b32ceb14e27ec00467d1792b457e,c23296e1255abac91cb3a637f4f084e3,1,embalagem_avaria,alta,2,O produto veio com dimensões erradas e avariado.
3e33f09cec425de92027974898fcd0a6,5939f36dbe12649adeba478ae3c7e636,2,embalagem_avaria,media,1,"A caixa chegou bem embalada , mas as 02 pranchas de madeira em MDF estavam imundas de sujas e todas as 2 lascadas na pontas. Achei que tivesse comprado uma prateleira com sup. inv. mas não era."
ec35313af1594d609d01987e1e5770e3,b83a53aed7b1da149fe5272c3ea0a9da,2,embalagem_avaria,media,1,Caixa destruída e rasgo no assento
0c82dcc9170b7520b0981bb02c0da37f,287ee962359c54437cc32cabcce0f87b,2,embalagem_avaria,alta,2,Comprei cabides e os ganchinhos dos cabides vieram alguns quebrados. A caixa de papelao estava bem detonada com as laterais rasgadas. Quando fui abrindo a caixa os ganchinhos ja foram caindo no chao
6530028e554a695f3c74d214229a549c,5f6a08ae6b18361b3f12fcc746567974,1,embalagem_avaria,alta,2,"A cadeira decorativa veio c/ pé trocado, c/ solda aparente, acabamento mal feito. estofados vieram s/ nenhuma proteção (plástico) numa caixa toda remendada, s/ manual e medidas não conferem."
d394c1733de665414a3c1793d1563397,ef5cbfafea632f181983df020dee5199,2,embalagem_avaria,alta,2,"A embalagem do perfume não estava lacrada, ou seja, a caixa não estava revestida com o plástico que deveria envolvê-la, além disso, o nível do perfume no frasco estava visivelmente abaixo do normal."
76ca059c93cf817220529ead9d9a2064,ea884b5a25f86e605e1750bd936e0122,1,embalagem_avaria,alta,2,"O produto veio em duas oportunidades, mal embalado, com diversas avarias na pintura, algumas peças tortas. Precisam melhorar a embalagem e colocar avisos de ""Frágil"" ou não pisar."
2a978c06f8df13f0b31fb504aa40f463,5cd688955f6e1066065fb55213589afc,2,embalagem_avaria,media,1,"Olá, faltou a bolsa transparente para guardar os blocos, que aparece nas fotos no site da loja lannister. Veio tudo solto numa caixa de papelão. Aguardo retorno"
adc6c652114cbbfb70b01aa23f2995e6,77398a0f3a4c177f2c4c7010abb1d9d9,1,embalagem_avaria,alta,2,"Recebi os itens hoje em uma caixa toda rasgada a carretilha toda riscada e a vara não é a que eu comprei, paguei por uma vara Ottoni Júlia de 2,10 e veio uma vara maruri pintado menor."
8f16e30ff188fe57a427fee7afb60c90,f4836c9fdf304c98f625b549ea6bbc39,1,embalagem_avaria,media,1,O tampo da mesa chegou todo amassado e batido.
85379113d41e0a3ab690fe624f612688,745f8e8e54805aa546f8083a70649d82,2,embalagem_avaria,alta,2,O produto poderia ser embalado as partes estofadas brancas vem sem nenhuma proteçao ou embalagem soltas com ums papelao.
c289216ef68703837cd8f53db49f5174,ab3049853be314c3dcc3721cea4438e1,1,outros_sem_classificacao,baixa,0,Comprei um modelo de casinha no qual viria a Branca de neve e veio a estampa de princesa
16ff561a4a5f3bb1ee46a1c5f6b3be51,ade32d1b22ac2ce84c90f170c4ab1845,1,outros_sem_classificacao,baixa,0,"A avaliação na minha primeira compra, foi ruim."
119205a0aa75ce365f5e90ddeef8be83,20659f110925368e86835f912f0507ac,2,outros_sem_classificacao,baixa,0,"Controle é bom, levando em conta que não é original.

Teclado mole, a única coisa que achei ruim."
6d6b086e00c22fb0fb8f0aceb33d0f3f,68b4e818c05f12bec3a76417829c2846,1,outros_sem_classificacao,baixa,0,"Positiva  A cadeira é linda e confortável,mas não compraria novamente."
c4cab6d06a9bca48ce665aec3fa340d4,65709b9620e3ef6f575918b8348a8ece,2,outros_sem_classificacao,baixa,0,"Comprei 4 toners (magenta, amarelo, ciano e preto). Um dos fornecedores (Tonerbras) fez a nota do amarelo e magenta porém entregou 2 magentas. Não consigo fazer a troca."
bf7d0bfb172d36a664fd4fe80ab9d96a,d839ea07a528e914f89702508023da37,1,outros_sem_classificacao,baixa,0,A targaryen é um intermediário entre lojas de e-commerce e o consumidor. TOTALMENTE desorganizada. DOU NOTA ZERO a targaryen.
2ab74a55eab761584d514e578e146755,3bb2984ffaa10a2158edeb25f12d9a2d,1,outros_sem_classificacao,baixa,0,INCLUSIVE QUERO O DINHEIRO DE VOLTA
13dc0d6dc184639a6a726590a1ec2d01,9c38f00a080665ace303d703e03718cb,1,outros_sem_classificacao,baixa,0,Não me ajudaram a resolver uma situação simples.
5a6214bd950cf5ef81a7fdefba14917b,a2d61fcc6a85b2662e5ba230a206dd72,2,outros_sem_classificacao,baixa,0,Boa
b603ba63233549f0cb666c5ed14c5b95,698dffc04f786cb3f8f5731d96f2d9c7,1,outros_sem_classificacao,baixa,0,A minha tinha zíper essa é da loba
3fcdd491a910ab6408067bf651ba7210,de9387b71120d212286385df34759406,1,outros_sem_classificacao,baixa,0,É muito fraco.
5fd2d6fbe0e63511703a80078e938be5,993f3fc78c8cdf418bd5b0f7cfffcaa9,2,outros_sem_classificacao,baixa,0,Pensei que a mochila fosse um material mais resistente.
e0dc4bf3a60093ee76994fe44150a25c,ab275e2c1b924e6f63d5edc630a56262,1,outros_sem_classificacao,baixa,0,Preciso de uma previsão.
7a4a9f6edaa212e88099992f7a1608ab,d23d2182819dd427049cf791f8b3f622,2,outros_sem_classificacao,baixa,0,Comprei um cartucho HP 670 XL original conforme informado no site e me enviaram um paralelo. A imagem inclusive é do cartucho Original. Recomendo olhar a avaliação da loja parceira.
e0a1b314c31570ee3ae8aad929e25168,b64694f8da34c98dc8734f15ad74ba86,1,outros_sem_classificacao,baixa,0,"Fornecedor deve ter agido de ma fé, pois comprei duas unidades e só chegou uma."
7970ea56edd13b2f44a358ea2eec2e9b,4515f507dc97d2ae676665ef0b7b752b,1,outros_sem_classificacao,baixa,0,Qualquer encostada se desmonta! Não gostei! . muito arrependida
f49ea8aa6eb53bdd29e18cb2f9bbecc0,ff8bf9c080a3d7c12864f7eba1fdd0c2,1,outros_sem_classificacao,baixa,0,Comprei um patinete pra minha filha recebi uma escova rotatória to aguardando até agora a troca e nada
b1a6979a01d70c35bbf0b19c89959f6a,3323fd4055090e20288b12f59a77e9fb,1,outros_sem_classificacao,baixa,0,"Compei uma pingente e nunca chegou, comprei dia 06 de janeiro hj é 08 de fervereiro e nada."
1ccb2f28e60b0ccb56e3f643af45b715,bc9c2fb123725ad0d99fb76888543245,1,outros_sem_classificacao,baixa,0,quero mais atenção para com os clientes. quero fala com alguém e não com uma máquina
aea697692c0df97498e9c6bc86ba699d,cf3a11ded6899d6b589a1e4a4a4308c0,1,outros_sem_classificacao,baixa,0,Tudo bem
09dc569c085c4aaa596948de44d132d6,d07177bc097beb1a6d82f01bdc6d6eec,1,prazo_entrega,media,1,"Arrependimento Pura propaganda enganosa.
Comprei um produto e me entregaram outro,estou tentando um contato e ate agora nada. Não recomendo."
6441b54d92528c8c2fd0350eb780891d,98da8355e186d682f0013046d8ad6db7,1,prazo_entrega,media,1,Meu produto não chegou....
2b8ba031dbfee01193af931864666f59,c91097d5f017e8117c4930db4bc51c66,1,prazo_entrega,alta,2,"Reclamação  Estou extremamente chateada com a compra, pois até agora não tenho notícias de onde andam os produtos. O prazo de entrega já extrapolou e nada. Quero que tomem providências urgentes."
3498dac22d14abc04a51f99e321409a4,4f7dbee2068ee41007872df9d2532dfa,1,prazo_entrega,media,1,Empresa não é pontual na entrega.
8a913a21922909370f23503a16b18acf,f63cd97f8f1db2eb266fb3bc2b4a95f3,1,prazo_entrega,media,1,"NÃO TENHO NADA A DIZER DO PROCUTO POIS AINDA NÃO CHEGOU, POREM FICO CHATEADA POIS PAGUEI O FRETE A AINDA NÃO CHEGOU, GOSTO DE PONTUALIDADE."
7b5e11cb50b3afb09adda2ec8c5d67f1,2d79c4e3754b1f344d6695435b1a92a6,2,prazo_entrega,media,1,"Os correios é a pior empresa do mundo e não fico a vontade em comprar em lojas que trabalham junto com os correios, prefiro a Wallmart ou a ponto frio lá eles não trabalham com os correios!"
d9347596d1e1c83825406ea978c0658b,97cf031e8c5bf37a0b310c07800e323a,2,prazo_entrega,alta,2,"Péssima impressão, comprei uma placa eletrônica para a minha maquina de lavar, finalizei a compra falei com atendente, ela garantiu que o produto que em 3 dia uteis chegaria em minha casa, não chegou."
f3b4a9638b0a8cd028a0da429512c48d,e17d2e2d4c3e655845a5ed84c9409490,1,prazo_entrega,media,1,Pago um valor absurdo de frete e ainda assim não entregam.
c877909cc9ff94f88d0ce21f2ee66531,44c6a1e50425d53433d3d47e8026f4a6,1,prazo_entrega,media,1,0 Não recebi
36775bdca0223f044d30bd111c90eadf,0d694d4d413750922e42f63577896916,1,prazo_entrega,media,1,Esperando a entrega
d6d414b5fa966aaa0ebf4d9bf7848fe4,807e1137296f0952dc5038aadf9d1f76,2,prazo_entrega,alta,2,"O produto é maravilhoso , porém demorou muito para chegar. Não indico!"
3c8359378a4b078660f5345d8a543c9b,7c59d327d267a2ce386f84038c0035c5,1,prazo_entrega,media,1,"não recomendo Sempre comprei nas Lojas lannister pela entrega ser rápida e desta vez nem recebi a mercadoria. Gostaria que tomassem uma atitude a respeito deste parceiro, para não denegrir a imagem das Lojas Ameri"
487cfccb76f0d38b26871324e800802a,69d4b792fad7f4acff2e38e426f5e3ea,1,prazo_entrega,alta,2,não recebi o produto Comprei faz meses esse relógio e até a presente data não recebi e me sinto lesado e prejudicado pois comprei com antecedência para dar de presente e não chegou até agora!
5d2b13f1554ef73395cbe372035b37f3,d9091cd1d6e36cfcebc8b01aab81eff8,2,prazo_entrega,media,1,"Prazo não foi cumprido e não tem nenhuma informação para ajudar.

Quero cancelar a compra."
bd9ff9329765ed79c1b081269e9f08aa,4642ed1845e7cd193a89f622e9f4611b,1,prazo_entrega,media,1,Não recebi o jogo na cor tabaco. Só o vermelho.
d9ce29c696497061cd2ba51bb4fe9eec,0753ba0519dd531e78e0abdedb16be35,1,prazo_entrega,media,1,Dentro do prazo previsto.
239b7bccf014ad1f54bc97eb219582bf,9461233f007294d53c027b24648e02f3,1,prazo_entrega,alta,3,Eu não gostei demorou muito passou do prazo é o produto não chegou e por isso tou cancelando o pedid5
8390e4ee7ef8df007b81040926af7213,30a461491fa262d5d6321e3194bbb452,1,prazo_entrega,media,1,material não foi entregue entrega deficiente.
b2eb6e036ff001f946cb7229b624ded6,80b0f4fc350532f6e0ce9aa81ccde91c,1,prazo_entrega,media,1,"realizei a compra, e não entregara!!! estou cancelando e espero ser reembolsada."
2968ec6ffb66288a3c471e9c817699be,531abf2d5cc78f7a49d9ba560cbbfe7a,1,prazo_entrega,media,1,A entrega era para até dia 26/03. Até hoje ainda está no preparo para entrega.
f47eee9d6c0133adfcf75824e3edc5ea,69df6146503dba833ea2ae56237acd97,1,produto,media,1,"O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!"
9b20657e2aa298e62ef5bbcbd29dd445,57c28fab977b1d61c2b5612548fda073,1,produto,media,1,"As tintas chegou sem os rótulos do produtos, nem parece os da imagem, e o pior a tinta é fraca não dá pra imprimir as coisas coloridas muito fraca, até a tinta preta é muito fraca..Não gostei"
3d4d72bd998f786927d0ee2b73ee6b3e,eda3cb37479a52de9848bfba4b805cdf,1,produto,media,1,Odiei O produto retornou para o vendedor e até hj n me deram satisfação... N consigo entrar em.contato com eles... Liguei nas lannister e me falaram q iam solicitar o reenvio do produto... Até hj nada...:(
579509fefea5f21ad18910bc6ad14da4,9c9471a2e1b2cb608b22437f51cbe184,1,produto,alta,3,"Película de tamaño MUITO menor que a tela, sequer cobre a parte escura da tela, torta, além de passar raiva de receber um produto de de péssima qualidade terei que ir até os correios devolver."
65ea3b84054f0c9333e38b5eee9ac78d,5bf84aad38881827341f99a74df1b2be,1,produto,media,1,Meu produto tá a mostrando que ainda estar em transporte.
80fbc85057e6fe0a0f5dbccc8452328a,3e23de8d32d97af718ef5d441b322ec3,2,produto,media,1,"produto não foi entregue, rastreei e dizia como produto perdido entrei em contato com a loja fornecedora que me falou que estava tudo ok. sendo assim cancelei meu pedido e aguardo meu dinheiro."
cdfd642a991f9a54bf46efe28d9bc3a2,c85dd5c7536e1f5767943db786f80a7d,2,produto,media,1,regular comprei por engano pois achei que era á cama motessoriana no anúncio dava para entender que era uma cama sendo assim peço que seja atendido á minha solicitação da devolução pois esse produto não será
4ef467d56ca754d1a15db2c5e911b47b,b266fc1224f5d4b3ea5c8ac9ffaec15e,1,produto,media,1,"Falta de produto Boa tarde! Recebi apenas uma unidade do produto comprado, por favor, verificar o que houve. Aguardo."
9f80e0f8355fdc86125a43594fdb06e7,13f6d4c60ec75fc597490e33afa885fd,1,produto,alta,2,"mandaram uma cÂmera diferente da que pedi, e pior, com a tela riscada, cheio de manchas na parte frontal, sem adesivo de garantia e provavelmente equipamento usado recondicionado,absurdo!falta de étic"
d1a96b4468ca0611a6ae0f2d197c91c4,bd1b3292531bf8f2cf14a4f448b2226e,1,produto,media,1,O detector esta com defeito solicito uma troca
2f977ca1eccaa8f8fc38dc056e57d7fd,a12362add53762f2cdf644889917fea4,1,produto,alta,3,"Meu produto veio errado O pacote até chegou, mas quando fomos abrir para conferir e usufruir do mesmo nos deparamos com outro produto totalmente diferente sem nenhuma característica do que realmente pedimos! Oque devo fazer?"
3dc1a097f2f5b5798e96e2dd0f35d928,b50261ba6fd497d968f45d9687e27e84,1,produto,media,1,"na conta consta que o produto foi entregue mas até o momento não 
entregue dia 26/03,feito a reclamação 30/03"
d69fcd69f7fb8e5378c8aebaadbadd2f,c19151387b76297886c53149367cac4d,2,produto,media,1,"Comprei duas luminárias, veio cada uma numa caixa escrito ""frágil"". Uma a caixa amassou mas a luminária tava certinho, então tudo ótimo. Mas a outra a luminária estava quebrada!!!!"
1367ea678b9f18ce3cfac94bc31101ca,1ed0a0954b445954a0117c4aaf449e28,1,produto,media,1,"Estou tentando contato há mto tempo e sendo altamente ignorarada, pois assim que o produto chegou e percebi que não era o que eu queria solicitei imediatamente a troca por outro produto ou a devolução"
8a547c759613fde3a39c88f94a0d443f,5f149cfaf9ec98e580e5cf5e000b5aaa,1,produto,alta,3,pessimo desejo o ressarcimento do valor pago e não quero o produto.... me enviaram um produto totalmente diferente do solicitado além da cor ser cinza e não preto o modelo veio para um carro diferente do meu
3cdbfeef6d4013a2570916f8675fd6dc,977eb5dc580cec4f90911b1ccac0ff3e,1,produto,alta,2,Recebi o produto usado.
2829506c98c605aa0ed85066a3ab0004,a245a32d07762c385b4620fd16bab160,1,produto,media,1,"Como podem emitir uma nota com os dois produtos e só enviarem 1 pedi a troca explicando o.motivo ,mas até agora nada"
4f611351fcbae81bdd205a9d1365e6cb,00c405bd71187154a7846862f585a9d4,1,produto,media,1,Produto não é bom pois não faz nenhum efeito na sombrancelhas. Não recomendo
ecd4ffbba8ca91acae946a125706c279,f850238de020e40b355e62b3198da17e,2,produto,alta,2,"Recebi aquela frigideira de revestimento preto, que tem valor inferior. Imediatamente solicitei a troca, porém o produto correto não estava disponível. Mandaram qualquer coisa no lugar sem me consult"
1d5dbcfa23ddbb9d33851994dce47886,0c0a67b96b88d50a44c1cf028cda65a5,1,produto,media,1,Meu produto foi devolvido
