order_id,order_purchase_timestamp,customer_state,seller_state,product_category_name,preco_total,frete_total,itens,product_weight_g,delayed,probabilidade_atraso,previsao_atraso
1c08a89405de0c81093b9eff6caf3dbf,2018-05-26 20:09:53,SP,SP,pet_shop,29.9,9.44,1.0,750.0,0,0.27130560831829253,0
feea4e6dd813103d3a1e4a39a341d66e,2018-05-26 20:54:38,RN,PR,beleza_saude,364.0,48.43,1.0,900.0,0,0.5048594603653274,1
9eb401aae2d502a73f4a27f97d3bebf5,2018-05-26 21:08:43,RJ,PE,cool_stuff,569.7,60.06,3.0,600.0,0,0.46307853387668435,0
f712d6b3989692ceb30fb3cefe2a3593,2018-05-26 21:25:06,RJ,SP,cama_mesa_banho,79.9,9.76,1.0,850.0,0,0.44805479426314115,0
e08b081159a2418572e1a0fad41c8245,2018-05-26 21:25:31,RS,SP,beleza_saude,326.16,14.11,1.0,5300.0,0,0.4468797416818087,0
cfb94976becda338ad4171c3c072561c,2018-05-26 21:35:28,MG,SP,artes,37.0,15.23,1.0,500.0,0,0.40670056195235244,0
e9fe4a25c4b2cf9709c06e7e6aef0a8c,2018-05-26 21:38:10,SP,SP,brinquedos,115.9,24.58,1.0,9025.0,0,0.37760013577778706,0
cfd2fa043913decbf8554ea5ce59d723,2018-05-26 21:43:54,RS,RS,eletrodomesticos_2,109.9,7.95,1.0,300.0,0,0.2579923125534922,0
b9499283a775ccfa9da92e6e75e9b4b9,2018-05-26 21:46:48,RS,PR,utilidades_domesticas,18.95,18.23,1.0,400.0,0,0.3979786675208673,0
6206eea10c401d9257092927e5b66deb,2018-05-26 22:02:35,SP,PR,bebes,109.9,18.35,1.0,4750.0,0,0.3197659015655812,0
477612d1e676932652d32281d67da87f,2018-05-26 22:18:05,SP,SP,beleza_saude,224.0,9.33,1.0,2134.0,0,0.3722792186760743,0
04782e9b6da0d4326e534dae5dd3e09e,2018-05-26 22:39:15,PR,SP,telefonia,37.99,15.23,1.0,300.0,0,0.3918946584994475,0
a2bc7c1f8a1af365261e4f280bff4f6d,2018-05-26 23:17:20,SP,SP,utilidades_domesticas,50.5,13.71,1.0,1100.0,0,0.32134384357816537,0
7733c820d89f9e24a262e8fc309a3533,2018-05-26 23:26:06,SP,MG,utilidades_domesticas,132.0,19.89,1.0,1434.0,0,0.3742013366076093,0
9c8a5a65a01f4a42ddd7fe53ee525568,2018-05-26 23:30:04,RJ,SP,casa_construcao,140.0,18.56,1.0,2300.0,0,0.5870367265561286,1
2042abeefae68e63a8aa30edd4b0eb48,2018-05-26 23:52:17,SP,SP,cama_mesa_banho,149.9,12.14,1.0,1700.0,0,0.36436383548238094,0
38df34f6963826eaf92a536dff64393a,2018-05-27 00:31:57,SP,SP,brinquedos,8.9,7.39,1.0,100.0,0,0.24348338474268252,0
8d6f247153477b8878975aa0fbde4b5a,2018-05-27 00:47:00,SP,MG,informatica_acessorios,28.9,15.23,1.0,200.0,0,0.26930253468279103,0
3cdd33ec05cf28374828827789437fc3,2018-05-27 03:04:57,SP,SP,cama_mesa_banho,79.9,13.0,1.0,1383.0,0,0.32095334854725527,0
dcb0beba69129b3cb15757a33bc9dce9,2018-05-27 07:45:28,SP,SP,esporte_lazer,64.99,12.43,1.0,1300.0,0,0.3235414969547199,0
d5b1560bb46f4b57510a45569fa41b4c,2018-05-27 08:07:44,RJ,MG,utilidades_domesticas,43.9,15.23,1.0,475.0,0,0.39195412643908634,0
62b3fdb5d9d02edf8ba0cc44095b8c9d,2018-05-27 08:57:17,PR,MG,pet_shop,94.9,23.59,1.0,625.0,0,0.3566530327477293,0
4128f35defa24e9fb110452626b9b824,2018-05-27 09:00:51,SP,RJ,relogios_presentes,105.0,9.85,1.0,1000.0,0,0.39689037217121337,0
fc8e9d7ad7a42cc52cd8438eaf428ed3,2018-05-27 09:16:35,SP,MG,cool_stuff,109.9,13.89,1.0,10225.0,0,0.26912973173956506,0
09d8a4bcd943fd4bfc7dd6b64b7c328e,2018-05-27 09:24:57,RJ,SP,eletronicos,18.0,18.23,1.0,200.0,0,0.5743111990934802,1
9ba0165adc8f80295e82cb5418788889,2018-05-27 09:34:33,RJ,RJ,esporte_lazer,34.0,7.55,1.0,400.0,0,0.230560206302462,0
037f15d346c870059c0e6f4275a01206,2018-05-27 10:25:22,SP,SP,esporte_lazer,89.15,21.04,1.0,6150.0,0,0.3829616472297257,0
d2ddc09916a8bcc31353edfe699da8e8,2018-05-27 10:59:39,MG,SP,automotivo,50.9,26.44,1.0,5100.0,0,0.439646646593991,0
101d0c9df867a5f28ff3af69bb2a13d7,2018-05-27 11:00:52,SP,SP,telefonia,19.9,7.39,1.0,100.0,0,0.26844376735680586,0
24d505034382a8c43dd5524e1b4eb3fe,2018-05-27 11:07:24,RS,PR,brinquedos,377.9,68.32,1.0,19500.0,0,0.4355090211520363,0
70102042893558dbf834b15a4b4fcbcb,2018-05-27 11:13:44,RJ,SC,instrumentos_musicais,144.9,17.72,1.0,250.0,0,0.4691396429765276,0
bb54e9bf4bdb6c6391a7c6b517748b9f,2018-05-27 11:41:32,MG,SP,casa_construcao,113.85,11.07,1.0,1050.0,0,0.4317357016069687,0
d80acd042318a15fe9be8faa8ee23d06,2018-05-27 11:44:23,PR,SP,utilidades_domesticas,35.0,18.23,1.0,950.0,0,0.40785518132583437,0
5919e9d15d8693529eecf3b5fcdc7327,2018-05-27 11:55:26,MT,SP,automotivo,50.9,38.65,1.0,1850.0,0,0.49782430716884724,0
246a0dd11a624cd29b8c5dc2e56fa1dc,2018-05-27 12:07:46,MG,SP,eletroportateis,62.99,18.32,1.0,400.0,0,0.428607808045517,0
1c3680cf7c64b8f0419ae839d0a44db6,2018-05-27 12:07:47,SP,SP,utilidades_domesticas,59.99,7.39,1.0,12050.0,0,0.3303520157446875,0
393e94e2f17c63ed71d08a663a06e9fd,2018-05-27 12:12:33,ES,MG,ferramentas_jardim,41.97,66.17999999999999,3.0,150.0,0,0.3579368484520177,0
36fb716af0b33abaac585787ccd0c0af,2018-05-27 12:20:21,SP,SP,beleza_saude,14.49,7.87,1.0,125.0,0,0.28345241484352757,0
48340ddd156767e80ea7a05abc8a0af4,2018-05-27 12:30:34,RO,SP,telefonia,55.98,101.7,2.0,300.0,0,0.3879592658780882,0
74f1a239af663d84eff6f108b68386c6,2018-05-27 12:30:34,BA,SP,beleza_saude,330.0,19.94,1.0,400.0,0,0.6345351999920996,1
cf5fbcc5962bb18037e4cc158c21c14e,2018-05-27 12:31:50,RS,SP,cama_mesa_banho,239.9,27.76,1.0,5250.0,0,0.44294353674300685,0
7c7dc1f3affc0d38b97ea22a8aeedb82,2018-05-27 13:02:43,RJ,SP,utilidades_domesticas,37.89,30.46,2.0,300.0,0,0.46921101985438,0
fceffa5aa5435f18bb997278808e5915,2018-05-27 13:06:58,SP,PR,moveis_decoracao,99.9,12.84,1.0,2500.0,0,0.3020296431263485,0
d14ebe879e1587746439c3652f063eb4,2018-05-27 13:07:45,MG,PR,esporte_lazer,81.9,23.5,1.0,1150.0,0,0.32892415588682244,0
d0e60fe0d150be98baa246426889d6cb,2018-05-27 13:23:48,RJ,MG,moveis_decoracao,249.9,46.4,1.0,14600.0,0,0.5211763396526093,1
e2ec0a81f014ff5006648b818c33219c,2018-05-27 13:34:45,RJ,SP,informatica_acessorios,196.0,16.25,1.0,350.0,0,0.5721550059550772,1
a802ae0c41c749a4a9acbe8052f23105,2018-05-27 13:37:04,SP,SP,cama_mesa_banho,39.99,6.78,1.0,350.0,0,0.2876169847815014,0
a44e2259c6908814d76871d497766ae9,2018-05-27 13:47:53,MA,SP,moveis_decoracao,70.0,24.22,2.0,1400.0,0,0.5785633400768586,1
660a6fbde01967fda369dc69c3d4b50a,2018-05-27 13:49:20,BA,PE,informatica_acessorios,149.9,12.06,1.0,533.0,0,0.4737370987782545,0
b81b7bbd880517f099a053130e75d933,2018-05-27 14:04:27,MG,GO,esporte_lazer,19.9,18.28,1.0,700.0,0,0.31151071361386384,0
3a83f1410163fa52e0679c788b31a039,2018-05-27 14:07:23,SP,SP,artigos_de_festas,16.9,7.39,1.0,300.0,0,0.2629498045642507,0
4e3b98e5d43c106c546ac2dac4ea5db6,2018-05-27 14:54:36,PE,RJ,,59.99,24.55,1.0,1400.0,0,0.5126525588910119,1
961f692ce5a2ba7cc51c00f59ea72d5f,2018-05-27 14:56:55,RJ,SP,eletrodomesticos,27.2,16.32,1.0,1200.0,0,0.5352554043089726,1
44809c64bc4e272b0ffd44dcaa3beb8c,2018-05-27 14:58:45,SP,SP,fashion_bolsas_e_acessorios,350.0,14.89,1.0,150.0,0,0.34600456632613463,0
91a96b5defab51616ef57e6b57d47969,2018-05-27 14:59:49,ES,SP,eletrodomesticos,22.22,18.23,1.0,50.0,0,0.547609845611957,1
f526502583165bcf37f59cb5092ba1e7,2018-05-27 15:04:55,SP,SP,cama_mesa_banho,71.9,14.59,1.0,1100.0,0,0.34084492910866904,0
de9b643d6a5e2c0aebb7526ffae6ae87,2018-05-27 15:19:36,SP,SP,automotivo,104.0,12.63,1.0,9100.0,0,0.3809158216300712,0
a07190c439d2e3c83b6a6952ae53ce6e,2018-05-27 15:23:47,MG,PR,moveis_decoracao,129.9,23.84,1.0,2600.0,0,0.3613704613833501,0
9f0b93157ce9331253cad4298ce6af61,2018-05-27 15:26:14,SP,PR,moveis_decoracao,129.9,39.88,1.0,2450.0,0,0.3162828779274865,0
74fcadc7525caabfaf228fbe8ab6d129,2018-05-27 15:27:50,SP,SP,relogios_presentes,199.99,8.26,1.0,250.0,0,0.3559870272526035,0
bb4648eb654b7296660ddcbc2ac64c0f,2018-05-27 15:56:17,BA,SP,relogios_presentes,500.0,25.21,1.0,425.0,0,0.6380181983971697,1
742d862c30615984a57a26626cd1b40f,2018-05-27 15:57:57,SP,SP,cama_mesa_banho,39.0,12.79,1.0,550.0,0,0.3044106043522481,0
211635839640ec89714ed4410c5d9eea,2018-05-27 16:00:16,SP,SP,telefonia,25.77,7.39,1.0,150.0,0,0.2864282073067564,0
a1a11a4a2c9a4745ef09bc18e053b51a,2018-05-27 16:26:55,SP,ES,utilidades_domesticas,1377.5,53.41,1.0,12800.0,0,0.3979738458269712,0
8b24ac1b82b802b6b9ea3c31435a91ac,2018-05-27 16:27:37,RJ,SP,cool_stuff,157.0,18.98,1.0,400.0,0,0.5729560857601893,1
f1487beee9bcc5d6921a3e5ddcb63623,2018-05-27 16:40:54,SP,SP,market_place,69.98,14.78,2.0,1800.0,0,0.30755630600663647,0
b0247f256d2486d4cb5f3bf93dd84eb4,2018-05-27 16:42:04,RJ,SP,moveis_escritorio,169.99,51.14,1.0,11875.0,0,0.5767068840215137,1
a21373b020b3665e910d3da0ca078094,2018-05-27 16:42:58,SP,SP,construcao_ferramentas_iluminacao,230.0,19.82,1.0,12000.0,0,0.41839338684118704,0
f2dd7ec887233f5e7d50f80b813d4c2a,2018-05-27 16:54:10,SP,SP,cama_mesa_banho,84.9,6.52,1.0,1550.0,0,0.34384545333126293,0
28ba5952fc9baba1dc6797734ca82680,2018-05-27 17:10:15,RS,SP,eletronicos,21.9,15.23,1.0,150.0,0,0.45772846102813053,0
019543c0de8386be97738b589ee695aa,2018-05-27 17:10:25,SP,SP,construcao_ferramentas_construcao,579.99,16.96,1.0,3750.0,0,0.36350678831894767,0
2d46df0a9debda5d4ca0d1f8058bf73a,2018-05-27 17:11:47,SP,SP,telefonia_fixa,125.0,7.74,1.0,500.0,0,0.3422515472539925,0
e1ebf9d9fbf1f356179a8f969dc8c4c5,2018-05-27 17:14:06,RJ,SP,telefonia,18.99,15.23,1.0,50.0,0,0.5347420141070166,1
7e674200831cc38f43106d153aa17d7c,2018-05-27 17:22:15,DF,SP,eletroportateis,59.99,15.3,1.0,300.0,0,0.46251812702648004,0
468be8d69d6a7ae5dffc7d6c694370f0,2018-05-27 17:29:44,SP,SP,beleza_saude,18.9,8.29,1.0,375.0,0,0.28031705886605834,0
ba01067136771e2103d611dc1d74d709,2018-05-27 17:42:25,SP,RJ,informatica_acessorios,135.0,15.83,1.0,350.0,0,0.41020249264328507,0
8870e37cd5b4a6ff4b0b3c2a02e471ae,2018-05-27 17:54:11,SP,SP,utilidades_domesticas,98.0,13.13,1.0,725.0,0,0.35627046685654684,0
ec1fc57b72a7bbe5b32f9c606510db76,2018-05-27 17:59:00,SP,MG,utilidades_domesticas,139.9,34.52,1.0,6550.0,0,0.34443079496603013,0
47cb4463bc05e404b98e743111a61378,2018-05-27 18:02:10,MG,PR,esporte_lazer,134.99,14.66,1.0,1550.0,0,0.33268512947113554,0
41656e5eacc8e9cc1efe1609ea2eb0ba,2018-05-27 18:11:18,MA,SP,ferramentas_jardim,99.8,59.3,2.0,1750.0,0,0.5940987417321513,1
e8bbe1e50121557f66b60660a6b62289,2018-05-27 18:14:56,RJ,MG,utilidades_domesticas,129.0,13.5,1.0,10750.0,0,0.38653322801116524,0
649aa4ae69d60a0b65b5270e737081be,2018-05-27 18:21:21,RJ,SP,utilidades_domesticas,158.0,18.69,1.0,8450.0,0,0.5547704178307806,1
1570fe1d14badec761d75ca93916bd6a,2018-05-27 18:26:29,SC,SP,ferramentas_jardim,99.8,27.04,2.0,1650.0,0,0.4737644617387984,0
9d107f7c71a717cfcccc479c9e300302,2018-05-27 18:27:52,SP,SP,bebes,107.9,14.12,1.0,700.0,0,0.34533061068243276,0
099a55045696dde09f58f62e8e82a542,2018-05-27 18:29:11,BA,SP,utilidades_domesticas,169.0,22.89,1.0,2550.0,0,0.5924374496967559,1
1ac7f4db91b508245c27b68092a2d401,2018-05-27 18:33:39,RJ,RJ,relogios_presentes,47.0,7.55,1.0,700.0,0,0.28199371618861346,0
6dbbe1fc68ddafdaa158c5ad25ddef2e,2018-05-27 18:35:05,SP,SP,moveis_decoracao,78.0,11.17,1.0,2200.0,0,0.32557227489928625,0
9b154f568f003a7bb924121e0f6bec40,2018-05-27 18:47:10,ES,SP,relogios_presentes,129.0,15.78,1.0,250.0,0,0.5378536648016228,1
2061d416cce74e744423747a2b87f330,2018-05-27 19:01:34,MG,SP,cool_stuff,89.99,13.92,1.0,1200.0,0,0.397986190685783,0
3a32345081c149e0850db894cf22dc03,2018-05-27 19:06:04,SP,PR,utilidades_domesticas,439.89,57.18,2.0,4088.0,0,0.2865973732197012,0
8c220191863704ecc09c293c1d723797,2018-05-27 19:10:54,GO,SP,brinquedos,89.9,16.6,1.0,1500.0,0,0.48908334328372,0
2adb2f19ddcdf638f5c1284f84e4fe18,2018-05-27 19:13:16,SP,SP,telefonia,13.77,7.39,1.0,125.0,0,0.26333609665019253,0
808beec7603db80bc6a975bc9f509814,2018-05-27 19:17:18,PB,SP,relogios_presentes,158.9,23.61,1.0,267.0,0,0.5368675349275486,1
a38fda8c7745d9c406a48daf230f957a,2018-05-27 19:47:43,SC,MG,malas_acessorios,195.0,19.27,1.0,9075.0,0,0.42302615898147533,0
e7b5bbd928c9dcaa3466502cd99b4907,2018-05-27 20:13:46,GO,SP,ferramentas_jardim,49.9,19.32,1.0,1850.0,0,0.5169098762993541,1
99a01ac9c1c718ea6eac9fac178552cc,2018-05-27 20:28:54,SP,SP,eletronicos,13.65,7.39,1.0,200.0,0,0.26222192778359404,0
baeda1a6ab86cb05572b31817ab4e413,2018-05-27 20:33:05,ES,SP,beleza_saude,19.8,36.46,2.0,100.0,0,0.5126325443074025,1
928b36b446783bb571df5c8c3eb239d0,2018-05-27 20:37:58,SP,SP,cama_mesa_banho,70.99,14.59,1.0,950.0,0,0.34759701355509265,0
95087a791500e383c039460bbd6bcb57,2018-05-27 20:41:52,SP,SP,moveis_decoracao,70.0,13.56,2.0,1400.0,0,0.31291594729594263,0
a75f9d41f99d675f35ab8b90b2dc9b2f,2018-05-27 20:45:09,PB,MG,utilidades_domesticas,48.9,50.85,1.0,500.0,0,0.47892283180274847,0
2bbf04c7da16334276d95e3f4b7b938d,2018-05-27 20:49:04,SC,SP,perfumaria,189.0,19.2,1.0,300.0,0,0.5214619755440453,1
4bacb60c9bdaab084b0354a3f7063af4,2018-05-27 21:12:29,RS,SP,bebes,179.99,23.84,1.0,1533.0,0,0.44955243796130606,0
60836a0b2a1b5051e61371cf04a16574,2018-05-27 21:34:10,SP,SP,brinquedos,69.9,13.85,1.0,3008.0,0,0.3189389033757414,0
25f3f0ae63b48a081e219325f1d4df84,2018-05-27 21:35:39,MG,SC,cama_mesa_banho,19.9,22.06,1.0,250.0,0,0.3336333920289837,0
3cd74c600666380ec586606e62f1d20d,2018-05-27 21:42:16,SP,MG,bebes,29.9,15.23,1.0,100.0,0,0.2668834987545284,0
4f2d72bec3f76b37047967ded26335f2,2018-05-27 21:44:08,SE,SP,esporte_lazer,191.0,51.84,1.0,225.0,0,0.5714098082458068,1
d0cae991bbc57c3c2205b0076b2d1489,2018-05-27 21:44:38,SP,SP,eletronicos,9.5,7.39,1.0,100.0,0,0.2765970082846375,0
7b3950b933fe73d96ce4359a1caf38ea,2018-05-27 22:13:33,RJ,SP,bebes,55.99,17.97,1.0,1050.0,0,0.5621262329436459,1
73b83fe6a84d80f819839c0f93413771,2018-05-27 22:21:55,SP,MG,ferramentas_jardim,110.0,29.49,1.0,6050.0,0,0.35988561282903436,0
bee8e1ed5119e2f2a4bfb408ab6ab177,2018-05-27 22:26:57,SP,RJ,cama_mesa_banho,197.8,46.46,2.0,3250.0,0,0.36217077814276893,0
115ddcd2b83359bb06dd6dde700fb33d,2018-05-27 22:49:58,SC,MG,relogios_presentes,118.0,22.54,1.0,400.0,0,0.4692873933055612,0
fc699344c004d1635c1e3a27f707c8b6,2018-05-27 23:03:10,SP,SP,telefonia,9.9,12.79,1.0,200.0,0,0.3175934821275036,0
889d938cda41ef5efe5e59f2d72506ca,2018-05-27 23:03:32,PB,SP,relogios_presentes,129.9,29.7,1.0,444.0,0,0.5378986278230999,1
3cba3b35a00b76f3a83d1cd84bd9becd,2018-05-27 23:24:55,SC,SC,cama_mesa_banho,344.99,17.42,1.0,1800.0,0,0.36980599958297705,0
9fae636d2c51d2a8feb6734c92aa131f,2018-05-27 23:50:48,SP,SP,cool_stuff,189.9,18.24,1.0,2375.0,0,0.35489218463054345,0
04c28d1572e04b2b3e5b80ca7559e750,2018-05-27 23:56:01,RS,SP,papelaria,79.0,19.52,1.0,7900.0,0,0.45546593779476885,0
e156c06e2ceacafe7263782d2115fca8,2018-05-28 00:07:28,SP,SP,utilidades_domesticas,63.0,17.35,1.0,2700.0,0,0.3302737817152697,0
a6ff9f38d02f65f7ad74bfc2dd1813cf,2018-05-28 00:30:36,SP,SP,brinquedos,69.9,13.85,1.0,3008.0,0,0.3234838540623316,0
e33865519137f5737444109ae8438633,2018-05-28 00:44:06,SP,SP,,33.85,8.29,1.0,600.0,0,0.3260658383160415,0
a56a69de5d08abcdd997b45a40cdbeed,2018-05-28 02:16:38,SP,PR,,62.9,19.41,1.0,1150.0,0,0.37096214043156833,0
4050a0495b8fab90bb5285f6c37d61e9,2018-05-28 02:36:05,RJ,SP,cama_mesa_banho,55.0,18.27,1.0,550.0,0,0.5746047706174398,1
33fc7baa13a1f53c49812053516172e7,2018-05-28 07:44:57,RJ,SP,cama_mesa_banho,84.9,9.24,1.0,1550.0,0,0.4412534851376885,0
b537ca3494311804a1191ad6a0dddf05,2018-05-28 07:50:53,SP,SP,informatica_acessorios,24.9,12.79,1.0,250.0,0,0.29521368746197346,0
a65d018a7a1122b4312c742d7107e021,2018-05-28 08:28:44,SP,SP,moveis_escritorio,159.99,18.89,1.0,9750.0,0,0.42933044151155314,0
d76b164e4e70f560ba7c2d4f155b09d7,2018-05-28 08:31:13,RS,SP,cama_mesa_banho,112.0,36.54,2.0,380.0,0,0.42518168971875153,0
c164550f33679da3d32b3ce6078cffda,2018-05-28 08:47:35,SP,SP,utilidades_domesticas,155.0,27.94,1.0,12600.0,0,0.45702728021724465,0
292bb4eb07f86cd88e500ee1dd10523d,2018-05-28 08:53:58,SP,MG,informatica_acessorios,28.9,15.23,1.0,200.0,0,0.2896218535058129,0
97f0469c4d923101d383461947f575bd,2018-05-28 09:03:49,PR,SC,instrumentos_musicais,164.9,16.03,1.0,400.0,0,0.3818833067426156,0
5dd21baa3b88bf3e97bcc80aa1b0b52a,2018-05-28 09:07:47,SP,PR,ferramentas_jardim,59.9,15.3,1.0,300.0,0,0.31875587907934244,0
9f64fb4d29aa2f254cc325c59a8f8b00,2018-05-28 09:17:07,SC,SP,bebes,169.9,38.5,1.0,5000.0,0,0.5213408752735366,1
3d4bfa3de7e617f61d1ee3c87e95b204,2018-05-28 09:26:31,MG,PR,esporte_lazer,135.0,27.68,1.0,1500.0,0,0.3412719858901911,0
8d37e7a787d783b75379ef856107b40a,2018-05-28 09:38:57,MG,SP,perfumaria,149.0,14.49,1.0,468.0,0,0.3964164897214119,0
278d3d690a2154d06eb95b5a171ade8f,2018-05-28 09:39:27,MG,SP,relogios_presentes,279.8,16.84,1.0,350.0,0,0.44029608772473305,0
e98f62f167c0c56e1d6e2c852bf04adf,2018-05-28 09:57:09,SP,SP,malas_acessorios,70.0,19.46,1.0,1000.0,0,0.34788871956888856,0
da9713f62e0d54668895dd0ca6ddbb64,2018-05-28 10:00:37,SC,SP,informatica_acessorios,67.99,15.36,1.0,450.0,0,0.4913537288300123,0
5be9662cf57b643907e692632ff63fdc,2018-05-28 10:04:33,SP,SP,esporte_lazer,39.9,18.23,1.0,100.0,0,0.35044176627245954,0
6dcf09925bad5c21f9694df7c7064435,2018-05-28 10:14:08,ES,SP,brinquedos,55.99,15.27,1.0,350.0,0,0.5220679285163895,1
4f38a875c972c4803a792f62b999b4cd,2018-05-28 10:31:05,SP,SP,cama_mesa_banho,228.0,19.68,1.0,11350.0,0,0.4283933734532479,0
9c5548e522bd06824106a8713a019e1b,2018-05-28 10:38:34,PR,SP,construcao_ferramentas_construcao,299.99,28.18,1.0,1700.0,0,0.4025433572511731,0
2f9e3156d784ec07c5e1b8075263562f,2018-05-28 10:40:18,MS,SP,esporte_lazer,209.9,22.55,1.0,2150.0,0,0.5128932203831674,1
8e01476de7658766c75d118e291d2b16,2018-05-28 10:40:23,MG,SP,informatica_acessorios,67.99,15.36,1.0,450.0,0,0.42804060977425784,0
f6c8d57f0ca0ee7b2f2fd5d967ce4b4f,2018-05-28 10:40:49,SP,SP,papelaria,73.9,9.26,1.0,6250.0,0,0.32317290918952424,0
aadf5fc042b64c57d336c1ad8a28a455,2018-05-28 10:44:56,SP,SP,eletrodomesticos_2,389.99,22.77,1.0,15350.0,0,0.4480825026101002,0
eea5cc5fc9932c98e7bc8a58c32da4f8,2018-05-28 10:45:05,SP,SP,beleza_saude,29.9,7.71,1.0,250.0,0,0.2788322187656442,0
c54d822dcfd0f7c672574a607c9403b3,2018-05-28 10:48:10,MG,MG,brinquedos,699.99,19.75,1.0,4384.0,0,0.37320961586679124,0
e2daa9281728e47abae1c8799a4abd9d,2018-05-28 10:54:42,SP,SP,utilidades_domesticas,34.9,11.62,1.0,3700.0,0,0.32149446006091403,0
4a8b56b6641818f8cf2457dedd663bcf,2018-05-28 10:54:51,SP,SP,perfumaria,29.9,7.87,1.0,125.0,0,0.2976054338607459,0
53b122ab361cdd253c61d8f63bdc2a75,2018-05-28 10:55:14,MG,SP,cama_mesa_banho,143.0,19.97,1.0,4867.0,0,0.46249167800084273,0
9544da84a1f36efaf61504e2fbed951a,2018-05-28 11:01:11,SP,SP,moveis_decoracao,139.98,17.28,2.0,550.0,0,0.3432414070485252,0
96a8d065c3f2dbde8c6ff7fae00a2f35,2018-05-28 11:02:23,SP,SP,moveis_decoracao,134.0,18.88,2.0,1050.0,0,0.3643676366624767,0
101239b587ffbf256b1cf48485854842,2018-05-28 11:13:09,RJ,DF,papelaria,49.99,17.06,1.0,600.0,0,0.43642037372077436,0
811c07cfc688fdcbdc6802617db18822,2018-05-28 11:14:09,ES,SP,cama_mesa_banho,129.0,19.87,1.0,2050.0,0,0.5654465352857889,1
2d30bcdaaf18c2598140aa6f7f230216,2018-05-28 11:21:24,AL,SP,utilidades_domesticas,43.9,22.85,1.0,515.0,0,0.6497405305428781,1
9797613eed6fac4314c4d5c9132c7ff4,2018-05-28 11:27:41,BA,SP,ferramentas_jardim,49.9,23.28,1.0,1800.0,0,0.6312784234739771,1
dcd9141cf681c0a831e8988b32156d3c,2018-05-28 11:35:37,MG,SP,eletronicos,79.0,12.99,1.0,150.0,0,0.42965396698340963,0
d1d9e82abdaaa28b562b48d23f5e8203,2018-05-28 11:40:49,SP,SP,moveis_decoracao,498.0,24.74,2.0,1450.0,0,0.36641613039632936,0
790710021a014a0263cef04999d451ee,2018-05-28 11:58:55,RJ,SP,ferramentas_jardim,49.9,19.32,1.0,1800.0,0,0.5716355929757694,1
3c2ce68a8ae197f1c0761e0e49486673,2018-05-28 12:01:10,MS,SP,cama_mesa_banho,47.9,15.23,1.0,800.0,0,0.5012726851465626,1
bf2f7a16704936db1686ba2711614520,2018-05-28 12:03:55,MG,SP,cool_stuff,146.65,18.91,1.0,187.0,0,0.43377444691061057,0
